ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201309001NC03301,"Nash, NC",NC03301,North Carolina,Rocky Mount,Municipal police,Yes,2013,September,Murder and non-negligent manslaughter,Single victim/single offender,49.0,Female,Black,Unknown or not reported,28.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,Other - not specified,,0,0,"Rocky Mount, NC"
201809001GA07505,"Henry, GA",GA07505,Georgia,Henry County Police Department,County police,Yes,2018,September,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Female,White,Not of Hispanic origin,27.0,Male,White,Not of Hispanic origin,Other or type unknown,Wife,Lovers triangle,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201501014PAPEP00,"Philadelphia, PA",PAPEP00,Pennsylvania,Philadelphia,Municipal police,No,2015,January,Murder and non-negligent manslaughter,Multiple victims/unknown offender(s),40.0,Female,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Narcotic drug laws,,2,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201807001CA03801,"San Francisco, CA",CA03801,California,San Francisco,Municipal police,No,2018,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),34.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"San Francisco-Oakland-Fremont, CA"
201703004TN03301,"Hamilton, TN",TN03301,Tennessee,Chattanooga,Municipal police,Yes,2017,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,26.0,Male,White,Not of Hispanic origin,30.0,Male,White,Not of Hispanic origin,"Firearm, type not stated",Stranger,Felon killed by police,Felon attacked police officer,0,2,"Chattanooga, TN-GA"
201704093FL05214,"Pinellas, FL",FL05214,Florida,St. Petersburg,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,Black,Unknown or not reported,35.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Felon killed by private citizen,Felon killed in commission of a crime,0,0,"Tampa-St. Petersburg-Clearwater, FL"
201905001PA01307,"Carbon, PA",PA01307,Pennsylvania,Weatherly,Municipal police,No,2019,May,Murder and non-negligent manslaughter,Single victim/unknown offender(s),27.0,Female,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Narcotics or drugs, sleeping pills",Other - known to victim,Other,,0,0,"Allentown-Bethlehem-Easton, PA-NJ"
201703001TN08301,"Sumner, TN",TN08301,Tennessee,Gallatin,Municipal police,Yes,2017,March,Manslaughter by negligence,Single victim/multiple offenders,23.0,Female,White,Not of Hispanic origin,19.0,Female,Black,Not of Hispanic origin,"Firearm, type not stated",Acquaintance,All other manslaughter by negligence,,0,2,"Nashville-Davidson-Murfreesboro, TN"
201608001NM00101,"Bernalillo, NM",NM00101,New Mexico,Albuquerque,Municipal police,Yes,2016,August,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Male,American Indian or Alaskan Native,Unknown or not reported,64.0,Male,White,Unknown or not reported,"Firearm, type not stated",Neighbor,Other arguments,,0,0,"Albuquerque, NM"
201308003OK05506,"Oklahoma, OK",OK05506,Oklahoma,Oklahoma City,Municipal police,No,2013,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),33.0,Male,American Indian or Alaskan Native,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,0,0,"Oklahoma City, OK"
201704001CA05606,"Ventura, CA",CA05606,California,Santa Paula,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,36.0,Male,White,Hispanic origin,37.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,0,"Oxnard-Thousand Oaks-Ventura, CA"
201507001GA11000,"Paulding, GA",GA11000,Georgia,Paulding County,Sheriff,Yes,2015,July,Murder and non-negligent manslaughter,Single victim/single offender,41.0,Male,White,Unknown or not reported,38.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other sex offense,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201503521FL01306,"Miami-Dade, FL",FL01306,Florida,Miami,Municipal police,No,2015,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),77.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other - not specified,,0,0,"Miami-Fort Lauderdale, FL"
201304001MI63163,"Oakland, MI",MI63163,Michigan,Oakland,Sheriff,Yes,2013,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,29.0,Male,Black,Unknown or not reported,21.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Circumstances undetermined,,0,3,"Detroit-Warren-Livonia, MI"
201304007CA03711,"San Diego, CA",CA03711,California,San Diego,Municipal police,Yes,2013,April,Murder and non-negligent manslaughter,Single victim/single offender,0.0,Male,Black,Not of Hispanic origin,22.0,Male,Black,Not of Hispanic origin,"Personal weapons, includes beating",Son,Other,,0,0,"San Diego-Carlsbad-San Marcos, CA"
201303001TX10100,"Harris, TX",TX10100,Texas,Harris County,Sheriff,No,2013,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),30.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Houston-Sugar Land-Baytown, TX"
201903001CA02708,"Monterey, CA",CA02708,California,Salinas,Municipal police,No,2019,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),20.0,Female,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Rifle,Stranger,Felon killed by police,Felon attacked police officer,0,0,"Salinas, CA"
201704001CA02900,"Nevada, CA",CA02900,California,Nevada County,Sheriff,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,62.0,Male,White,Not of Hispanic origin,60.0,Male,Unknown,Unknown or not reported,"Firearm, type not stated",Brother,Other - not specified,,0,0,Rural California
201007029PAPEP00,"Philadelphia, PA",PAPEP00,Pennsylvania,Philadelphia,Municipal police,Yes,2010,July,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Female,White,Not of Hispanic origin,31.0,Male,White,Hispanic origin,"Personal weapons, includes beating",Other - known to victim,Other arguments,,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201404001PA03901,"Lehigh, PA",PA03901,Pennsylvania,Allentown,Municipal police,Yes,2014,April,Murder and non-negligent manslaughter,Single victim/single offender,27.0,Male,Black,Not of Hispanic origin,18.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,0,0,"Allentown-Bethlehem-Easton, PA-NJ"
201810004ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2018,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),28.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201704004IN04505,"Lake, IN",IN04505,Indiana,Gary,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,36.0,Male,Black,Unknown or not reported,28.0,Male,Black,Unknown or not reported,Rifle,Relationship not determined,Circumstances undetermined,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201210020PAPEP00,"Philadelphia, PA",PAPEP00,Pennsylvania,Philadelphia,Municipal police,Yes,2012,October,Murder and non-negligent manslaughter,Single victim/single offender,19.0,Female,Black,Not of Hispanic origin,,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201701001MO04810,"Jackson, MO",MO04810,Missouri,Raytown,Municipal police,Yes,2017,January,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Male,Black,Not of Hispanic origin,29.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Kansas City, MO-KS"
201301003CA02708,"Monterey, CA",CA02708,California,Salinas,Municipal police,Yes,2013,January,Murder and non-negligent manslaughter,Single victim/multiple offenders,17.0,Male,White,Hispanic origin,21.0,Male,White,Hispanic origin,"Firearm, type not stated",Stranger,Juvenile gang killings,,0,1,"Salinas, CA"
201002095FL04100,"Manatee, FL",FL04100,Florida,Manatee County,Sheriff,Yes,2010,February,Murder and non-negligent manslaughter,Single victim/multiple offenders,18.0,Female,White,Unknown or not reported,23.0,Male,White,Unknown or not reported,"Narcotics or drugs, sleeping pills",Relationship not determined,Other - not specified,,0,1,"Sarasota-Bradenton-Venice, FL"
201703001LA02600,"Jefferson, LA",LA02600,Louisiana,Jefferson County,Sheriff,Yes,2017,March,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,55.0,Male,White,Not of Hispanic origin,39.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Acquaintance,Other,,3,1,"New Orleans-Metairie-Kenner, LA"
201505004AZ00723,"Maricopa, AZ",AZ00723,Arizona,Phoenix,Municipal police,No,2015,May,Murder and non-negligent manslaughter,Single victim/unknown offender(s),40.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Phoenix-Mesa-Scottsdale, AZ"
201208003CA03711,"San Diego, CA",CA03711,California,San Diego,Municipal police,Yes,2012,August,Murder and non-negligent manslaughter,Single victim/single offender,33.0,Female,Asian,Not of Hispanic origin,55.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Wife,Other arguments,,0,0,"San Diego-Carlsbad-San Marcos, CA"
201004001NC05401,"Lenoir, NC",NC05401,North Carolina,Kinston,Municipal police,Yes,2010,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,17.0,Male,Black,Unknown or not reported,17.0,Male,Black,Unknown or not reported,Other gun,Relationship not determined,Other arguments,,0,4,Rural North Carolina
201701002CA03903,"San Joaquin, CA",CA03903,California,Manteca,Municipal police,No,2017,January,Murder and non-negligent manslaughter,Single victim/unknown offender(s),32.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,0,0,"Stockton, CA"
201507287FL00603,"Broward, FL",FL00603,Florida,Fort Lauderdale,Municipal police,Yes,2015,July,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Female,White,Unknown or not reported,25.0,Female,Black,Unknown or not reported,Other or type unknown,Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201108001PA039SP,"Lehigh, PA",PA039SP,Pennsylvania,State Police: Lehigh County,Primary state LE,Yes,2011,August,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Male,White,Not of Hispanic origin,26.0,Male,White,Not of Hispanic origin,"Personal weapons, includes beating",Relationship not determined,Circumstances undetermined,,0,0,"Allentown-Bethlehem-Easton, PA-NJ"
201801005OHCLP00,"Cuyahoga, OH",OHCLP00,Ohio,Cleveland,Municipal police,No,2018,January,Murder and non-negligent manslaughter,Single victim/unknown offender(s),25.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Cleveland-Elyria-Mentor, OH"
201611133FL00641,"Broward, FL",FL00641,Florida,Department of Agriculture,Municipal police,Yes,2016,November,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,White,Unknown or not reported,33.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201303001MI33519,"Ingham, MI",MI33519,Michigan,Lansing,Municipal police,Yes,2013,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,24.0,Male,Black,Unknown or not reported,52.0,Female,White,Unknown or not reported,Knife or cutting instrument,Other - known to victim,Circumstances undetermined,,0,1,"Lansing-East Lansing, MI"
201007003AZ00700,"Maricopa, AZ",AZ00700,Arizona,Maricopa County,Sheriff,Yes,2010,July,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Male,White,Not of Hispanic origin,25.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Phoenix-Mesa-Scottsdale, AZ"
201907001ME01604,"York, ME",ME01604,Maine,Saco,Municipal police,Yes,2019,July,Manslaughter by negligence,Single victim/single offender,87.0,Male,White,Not of Hispanic origin,82.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Acquaintance,All other manslaughter by negligence,,0,0,"Portland-South Portland-Biddeford, ME"
201610117AL00202,"Mobile, AL",AL00202,Alabama,Prichard,Municipal police,No,2016,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),34.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,0,"Mobile, AL"
201707001OH03116,"Hamilton, OH",OH03116,Ohio,Harrison,Municipal police,Yes,2017,July,Murder and non-negligent manslaughter,Single victim/single offender,0.0,Female,White,Not of Hispanic origin,21.0,Male,White,Not of Hispanic origin,"Personal weapons, includes beating",Daughter,Other,,0,0,"Cincinnati-Middletown, OH-KY-IN"
201904002CO02101,"El Paso, CO",CO02101,Colorado,Colorado Springs,Municipal police,Yes,2019,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,29.0,Male,White,Not of Hispanic origin,35.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,2,"Colorado Springs, CO"
201812003MA01301,"Suffolk, MA",MA01301,Massachusetts,Boston,Municipal police,No,2018,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),17.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Boston-Cambridge-Quincy, MA-NH"
201002001SC01008,"Charleston, SC",SC01008,South Carolina,North Charleston,Municipal police,Yes,2010,February,Murder and non-negligent manslaughter,Single victim/multiple offenders,17.0,Male,Black,Unknown or not reported,14.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,0,3,"Charleston-North Charleston, SC"
201706006LANPD00,"Orleans, LA",LANPD00,Louisiana,New Orleans,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Female,Black,Unknown or not reported,20.0,Female,Black,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"New Orleans-Metairie-Kenner, LA"
201805001TX08400,"Galveston, TX",TX08400,Texas,Galveston County,Sheriff,Yes,2018,May,Murder and non-negligent manslaughter,Single victim/single offender,49.0,Male,White,Not of Hispanic origin,42.0,Male,White,Not of Hispanic origin,Rifle,Other - known to victim,Felon killed by police,Felon attacked police officer,0,0,"Houston-Sugar Land-Baytown, TX"
201910001TX05801,"Dawson, TX",TX05801,Texas,Lamesa,Municipal police,Yes,2019,October,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Female,Black,Not of Hispanic origin,29.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Circumstances undetermined,,0,0,Rural Texas
201004571FL01300,"Miami-Dade, FL",FL01300,Florida,Miami-Dade,County police,No,2010,April,Murder and non-negligent manslaughter,Single victim/unknown offender(s),20.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Miami-Fort Lauderdale, FL"
